acousticness,liveness,speechiness,tempo,key,valence,loudness,instrumentalness,duration_ms,time_signature,danceability,energy,title,popularity
0.279,0.074,0.0738,87.485,0,0.288,-11.013,0.426,151427,4,0.228,0.7,Dharmatma - Theme Music 2,0
0.862,0.115,0.0291,106.007,8,0.563,-11.884,0.00157,189080,4,0.654,0.281,Dialogue Of Wind And Lover,0
0.0182,0.124,0.0356,130.057,8,0.5,-7.097,0,139706,5,0.278,0.594,Didunia Yang Lain,9
0.507,0.561,0.321,119.819,7,0.32,-11.793,0.000136,480827,4,0.677,0.666,"Dil Lena Khel Hai Dildar Ka / Dialogue & Music : Laila , Majnu , Sheri , Farah (Zamaane Ko Dikhana Hai) - From ""Zamaane Ko Dikhana Hai""",25
0.399,0.0924,0.0402,162.872,7,0.768,-8.713,0.00828,381705,3,0.596,0.521,Dina Waliji,0
0.131,0.0979,0.151,123.998,2,0.644,-8.992,0.869,659453,4,0.819,0.713,Dinamo,0
0.213,0.234,0.0354,128.819,2,0.922,-8.793,0.779,195608,4,0.76,0.847,Disco Computer,18
0.036,0.301,0.0364,122.77,2,0.777,-14.001,0.0729,423667,4,0.602,0.601,Disco Juice,28
0.156,0.107,0.0276,140.053,0,0.333,-6.677,0.454,138733,4,0.49,0.506,Divina,0
0.269,0.0574,0.0633,176.881,2,0.856,-11.885,0.0221,193907,4,0.489,0.699,Do It Baby,30
0.0013,0.111,0.0846,127.975,1,0.432,-22.675,0.953,246568,4,0.791,0.489,Don't Dis The Beat,0
0.0221,0.0506,0.045,116.221,0,0.752,-6.741,0.695,276480,4,0.744,0.824,Don't Let My Rainbow Pass Me By,0
0.0327,0.07,0.0395,129.018,8,0.406,-9.753,0.852,365133,4,0.866,0.751,Ye Ye,0
0.00556,0.0801,0.158,105.848,4,0.809,-8.443,0.00171,262800,4,0.737,0.89,Don't Sweat The Technique,59
0.114,0.0884,0.0784,131.287,7,0.735,-13.279,8.88e-06,221987,4,0.549,0.67,Don't Waste My Time,0
0.0658,0.101,0.497,95.845,11,0.748,-8.743,0,191587,4,0.824,0.683,Doomsday,27
0.023,0.112,0.237,83.007,6,0.673,-2.891,0,248627,4,0.74,0.841,Down And Out,0
0.125,0.106,0.132,120.863,1,0.911,-16.39,0.691,287480,4,0.788,0.755,Downfall,0
0.389,0.545,0.0289,92.343,2,0.495,-13.794,0.868,162160,4,0.449,0.487,Draft Morning,40
0.049,0.0899,0.0402,104.439,0,0.29,-10.93,0.0207,256960,4,0.315,0.555,Dreamworld,0
0.714,0.0646,0.038,127.288,2,0.447,-8.201,0.252,155680,4,0.478,0.572,Dum Maro Dum,0
0.00406,0.0884,0.306,98.98,7,0.594,-7.492,8.13e-06,242267,4,0.919,0.734,DWYCK,23
0.374,0.178,0.055,107.406,10,0.603,-10.453,0.809,191000,4,0.5,0.8,E.V.A.,35
0.00487,0.334,0.291,149.829,10,0.409,-9.232,0.752,113040,4,0.619,0.579,Early Party,0
0.761,0.195,0.077,120.539,5,0.225,-14.699,0.196,787533,4,0.428,0.398,Earth,0
0.859,0.244,0.0257,88.148,8,0.657,-10.738,0.611,200533,4,0.487,0.546,Ease Yourself And Glide,0
0.04,0.23,0.0518,80.337,8,0.521,-6.094,0.527,230733,4,0.516,0.861,Easy Ride,0
0.859,0.0997,0.0298,138.704,10,0.744,-6.822,0.000262,181147,4,0.75,0.425,Eclipse of the Moon,0
0.0184,0.112,0.0602,85.631,10,0.512,-10.338,0.817,358840,4,0.33,0.901,Eight Miles High - 2006 Remaster,5
0.668,0.0528,0.197,81.007,8,0.588,-11.703,0.416,344127,4,0.524,0.635,Ekim (Special Edition),8
0.184,0.0929,0.229,98.243,11,0.841,-9.201,0.266,226133,4,0.866,0.534,Electric Relaxation,66
0.0621,0.168,0.0483,117.7,7,0.595,-7.709,0.305,186400,4,0.534,0.813,Electricity,32
0.0508,0.374,0.0518,103.417,5,0.97,-9.726,0.0604,251680,4,0.82,0.663,Elle Et Moi,33
0.848,0.056,0.0331,119.866,1,0.868,-11.84,0.851,209600,4,0.746,0.439,Emnete,0
0.0876,0.559,0.089,87.681,2,0.601,-11.343,0.602,304053,4,0.38,0.623,Energy Control Center,2
0.88,0.104,0.401,81.067,1,0.27,-10.392,0.0559,199160,3,0.335,0.55,Entropical Paradise I,0
0.804,0.165,0.0447,85.478,0,0.544,-14.851,0.806,192077,3,0.423,0.397,Essence Of Sapphire,0
0.179,0.282,0.0608,92.853,5,0.931,-15.921,0,314227,4,0.714,0.526,Estarabim,31
0.0882,0.165,0.0922,176.875,0,0.358,-7.733,0.507,225867,4,0.429,0.925,Skunks,0
0.538,0.0827,0.0765,102.652,7,0.802,-10.584,0.000333,313493,4,0.879,0.495,Estrelar,53
0.566,0.178,0.0368,137.845,6,0.44,-14.169,0.00252,223960,4,0.64,0.511,Everybody Loves the Sunshine,0
0.00871,0.0761,0.109,125.942,10,0.314,-7.922,0.869,443859,4,0.567,0.945,Everybody Party (Get Down) - Re-edit,0
0.0964,0.366,0.0935,123.888,10,0.441,-12.645,0.318,331667,4,0.74,0.83,Everyday - Master At Work Everyday Dub,0
0.245,0.113,0.0294,114.58,7,0.774,-8.203,0.0151,139507,4,0.813,0.619,Everyday People,57
0.00462,0.133,0.0536,160.349,8,0.914,-8.433,0.551,100520,4,0.492,0.589,Excerpts from Autumn,4
0.229,0.345,0.244,110.784,10,0.419,-12.328,0.0984,813760,4,0.469,0.693,Exchange Part 1,0
0.157,0.31,0.379,98.38,8,0.786,-15.059,6.34e-05,157307,4,0.771,0.69,F**k The Police (Street),0
0.0669,0.119,0.202,91.211,1,0.77,-8.018,0.00342,235200,4,0.738,0.549,Fall in Love,0
0.128,0.398,0.321,109.63,0,0.313,-14.871,0.0193,260520,4,0.556,0.652,Falling In Love With A Dream,0
0.00226,0.0761,0.065,122.988,11,0.594,-9.394,0.874,496560,4,0.753,0.455,Falling Up (Carl Craig remix),0
0.704,0.0834,0.131,108.856,7,0.786,-12.651,0.0101,185600,4,0.816,0.655,Family Affair,0
0.13,0.447,0.0382,128.916,5,0.808,-11.501,0.557,310845,4,0.723,0.648,Fauve Moderne,0
0.667,0.346,0.0265,94.311,7,0.35,-14.638,0.000105,288600,4,0.502,0.285,Feel Flows - Remastered 2009,41
0.239,0.0743,0.0324,93.146,7,0.524,-11.417,0.954,190200,4,0.514,0.561,Fiddler a Dram (Moog Experiment),7
0.196,0.105,0.231,92.005,2,0.78,-7.051,1.73e-06,145707,4,0.836,0.799,Figaro,0
0.00414,0.0839,0.0404,114.58,0,0.427,-20.046,0.651,273469,4,0.75,0.352,Film 2,0
0.156,0.0578,0.149,168.468,11,0.505,-6.105,1.62e-06,366733,4,0.584,0.714,Fisherman,0
0.00571,0.0878,0.0462,137.659,11,0.825,-8.829,0.0733,220293,4,0.801,0.662,Flag Dub,0
0.257,0.0915,0.0312,140.932,4,0.121,-16.755,0.875,424800,4,0.612,0.356,Flammende Herzen,0
0.466,0.0693,0.329,90.032,9,0.885,-8.843,0,217467,4,0.763,0.541,Flava in Ya Ear,53
0.513,0.0804,0.0524,147.984,10,0.413,-14.889,0.857,177107,4,0.708,0.735,Flim,0
0.619,0.315,0.0504,99.544,9,0.18,-13.432,0.667,359507,4,0.421,0.531,Floe,34
0.61,0.328,0.112,100.08,9,0.642,-12.769,0.0194,282693,4,0.561,0.754,Fly Like An Eagle,64
0.0781,0.363,0.0558,122.118,0,0.342,-6.171,0.0877,181110,4,0.786,0.656,Flying Turns,27
0.00016,0.185,0.0406,130.073,2,0.256,-11.35,0.829,281147,4,0.787,0.721,Follow Me Ghetto (Acid),0
0.0527,0.103,0.0458,132.378,0,0.791,-13.387,0.0171,278717,4,0.595,0.608,For Love (I Come Your Friend),14
0.824,0.175,0.0342,152.099,4,0.353,-19.243,0.00671,216373,4,0.36,0.28,For You,29
0.369,0.16,0.0656,135.24,4,0.937,-16.856,0.977,69707,4,0.575,0.315,Forest Loop,0
0.836,0.112,0.0312,174.607,2,0.0382,-16.123,0.89,138371,3,0.115,0.212,Poly,51
0.883,0.131,0.0384,121.986,8,0.281,-5.037,0.943,306027,4,0.667,0.985,Forever Monna,0
8.11e-05,0.0419,0.0728,130.674,11,0.324,-9.667,0.0604,190347,4,0.667,0.889,French Boy,7
0.00717,0.348,0.0628,79.318,2,0.103,-5.614,0.789,1229120,4,0.104,0.839,From Tunis To India in Fullmoon (On Testosterone),0
0.000867,0.112,0.0414,90.122,2,0.354,-8.514,0.872,165653,4,0.315,0.626,Fugue in D Minor,0
0.44,0.0645,0.114,113.043,1,0.728,-9.557,0.151,414027,4,0.731,0.83,Funk By The Pound,0
0.359,0.984,0.0561,138.857,8,0.773,-15.323,0.00731,315560,4,0.56,0.53,Funkier Than a Mosquito's Tweeter,7
0.000905,0.235,0.0592,78.956,1,0.558,-8.473,0.861,192093,4,0.698,0.646,Funky Thing,0
0.242,0.101,0.0795,148.738,7,0.61,-17.81,0.92,570613,4,0.705,0.663,Future Days,0
0.000157,0.151,0.0597,125.97,4,0.147,-11.198,0.809,291500,4,0.772,0.803,Gabryelle (Refix),21
0.516,0.086,0.061,96.212,0,0.724,-5.177,0.622,473707,3,0.524,0.863,Garvey's Ghost,2
0.0115,0.188,0.0817,127.428,0,0.202,-6.928,0.908,728280,4,0.184,0.939,Genetic,0
0.812,0.123,0.0304,175.587,8,0.425,-13.773,0.109,293293,4,0.398,0.385,Gentle Man,0
0.0698,0.0905,0.123,108.158,9,0.939,-7.263,2.67e-05,205840,4,0.808,0.741,Get It Off the Ground,0
0.0308,0.254,0.0476,126.969,4,0.198,-10.179,0.918,273448,4,0.624,0.826,Tin,30
0.45,0.104,0.0306,121.047,9,0.845,-6.907,0.00395,284683,4,0.787,0.747,Get It On (Bang A Gong) - Alternate Version,14
0.398,0.171,0.294,91.153,2,0.912,-4.32,1.69e-06,274440,4,0.711,0.871,Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,62
0.507,0.891,0.488,130.291,4,0.696,-8.645,0,284373,4,0.517,0.639,Get On The Bus (feat. Timbaland),11
0.024,0.135,0.0856,136.401,4,0.182,-4.059,6.44e-06,248360,4,0.192,0.946,Ghost,0
0.0696,0.159,0.0721,191.516,10,0.486,-9.927,0.685,154400,4,0.258,0.548,Ghost Rider,0
0.849,0.122,0.0704,83.266,5,0.493,-13.701,0.000913,312400,4,0.321,0.396,Ghosts: Ghosts: Variation 1,0
0.463,0.173,0.0309,118.65,1,0.509,-8.128,0.0408,270773,4,0.63,0.616,Gimme Shelter,0
0.00832,0.771,0.339,136.734,11,0.78,-8.339,5.87e-05,158467,4,0.591,0.855,Gimme Some More,57
0.0334,0.0818,0.0311,128.992,0,0.51,-6.742,0.824,684493,4,0.68,0.847,Glasshead,4
0.0145,0.0783,0.143,181.314,7,0.0998,-9.661,0.855,294349,5,0.433,0.739,Glut,20
0.245,0.082,0.0319,117.076,6,0.41,-11.107,0,170733,4,0.545,0.41,God Only Knows,0
0.806,0.132,0.0453,80.392,5,0.765,-18.54,0.0146,171373,4,0.653,0.239,Going Up The Country,59
0.229,0.35,0.0362,116.986,2,0.448,-12.598,0.0505,252253,3,0.272,0.59,Gol-e Gandom,11
0.22,0.378,0.241,81.958,1,0.743,-4.919,3.02e-05,192067,4,0.68,0.843,Goldie,0
0.349,0.197,0.0407,123.854,5,0.97,-4.961,0.838,605853,4,0.75,0.925,Good Name,0
0.893,0.113,0.0363,130.453,7,0.116,-21.617,0.339,242853,4,0.378,0.113,Good Vibrations,26
0.326,0.109,0.0345,133.449,10,0.385,-7.67,0.000124,219027,4,0.396,0.473,Good Vibrations - Remastered 2001,68
0.0878,0.111,0.0936,121.569,11,0.643,-7.956,0.0544,581933,4,0.677,0.859,Got To Get Your Love,0
0.0224,0.279,0.042,124.286,9,0.708,-5.812,0.00392,499000,4,0.618,0.808,Got to Have Loving,0
0.0501,0.176,0.0447,120.015,10,0.765,-8.281,0.869,318015,4,0.731,0.674,Grind,0
0.0495,0.1,0.297,191.501,1,0.333,-4.307,1.15e-06,264773,4,0.583,0.667,Grindin',30
0.09,0.616,0.0512,143.425,11,0.23,-15.211,0.703,713333,4,0.314,0.486,Gypsy Queen,0
0.0496,0.0993,0.06,128.102,11,0.721,-18.107,0.514,285453,4,0.536,0.315,Hache 06,0
0.77,0.126,0.0336,168.253,8,0.729,-7.278,0.177,645707,4,0.394,0.74,Haidara,0
0.117,0.0693,0.0349,152.581,9,0.771,-14.023,0.831,607427,4,0.619,0.78,Hallogallo,0
0.396,0.0818,0.0468,144.399,2,0.0318,-12.654,0.501,143960,4,0.477,0.99,Hallucinations (April),0
0.0658,0.0909,0.0851,72.084,7,0.0607,-10.54,0.0121,403427,4,0.254,0.665,Hana,0
0.00157,0.0963,0.0442,114.985,4,0.421,-5.245,0.764,402783,4,0.801,0.788,Happy Sunday (Maurice Fulton Mix),18
0.372,0.0841,0.057,91.453,9,0.714,-5.817,5.78e-05,203373,4,0.662,0.909,Hard Times,54
0.0933,0.0903,0.0337,99.973,5,0.858,-11.425,1.61e-05,470640,4,0.421,0.693,Harlem River Drive,39
0.252,0.314,0.0465,97.335,7,0.584,-10.348,0.000227,249240,4,0.679,0.541,Harlem River Drive (Theme Song) - 2006 Remaster,10
0.738,0.0823,0.0368,152.821,9,0.0318,-14.431,0.984,661720,4,0.436,0.423,Haute pression,0
0.134,0.173,0.0464,125.057,7,0.652,-10.313,0.122,331627,4,0.644,0.767,Heart Love,0
0.314,0.275,0.0329,86.286,7,0.554,-10.73,0.000461,213653,4,0.61,0.583,Hello Sunshine,0
0.199,0.105,0.0429,128.774,0,0.474,-13.403,0.906,244773,4,0.285,0.615,Here Come The Warm Jets - 2004 Digital Remaster,33
0.96,0.153,0.0329,114.224,7,0.723,-14.839,0.219,125307,4,0.535,0.417,Here She Comes Now,0
0.305,0.0986,0.0758,146.87,1,0.268,-10.14,0.758,433573,4,0.205,0.783,Heroin,0
0.489,0.435,0.0832,118.846,2,0.558,-11.248,0.00866,475600,4,0.44,0.715,Hey Hey - 1993 Remastered Version,0
0.039,0.166,0.317,158.14,1,0.921,-5.429,0.000465,268722,4,0.792,0.867,Hey Papi,0
0.00251,0.133,0.163,170.035,11,0.77,-8.952,0.00314,259973,4,0.805,0.615,Hit 'Em wit da Hee (feat. Lil' Kim),14
0.155,0.105,0.0413,130.28,1,0.509,-17.932,0.893,285933,3,0.844,0.326,Hollywood,33
0.0952,0.0949,0.036,178.911,2,0.437,-13.968,0.559,331373,4,0.363,0.355,Holy Thursday,35
0.16,0.123,0.0652,99.346,11,0.846,-10.42,0.00875,206293,4,0.484,0.603,Home Is Where the Hatred Is,38
0.000982,0.284,0.0602,112.04,10,0.382,-11.412,0.652,306133,4,0.692,0.851,Hot Music,25
0.613,0.109,0.0275,103.779,10,0.631,-9.199,0.906,152400,4,0.663,0.53,Humpty Dumpty - 2006 Remastered Version,36
0.738,0.142,0.05,116.755,9,0.672,-15.657,7.67e-05,331173,4,0.549,0.391,Huntington Ashram Monastery,0
0.116,0.0864,0.0543,139.792,1,0.0676,-9.202,0.0455,338413,4,0.485,0.552,Hyph Mngo,0
0.176,0.292,0.275,93.944,9,0.632,-4.384,0,230000,4,0.895,0.694,Hypnotize - 2007 Remaster,70
0.293,0.479,0.038,124.551,3,0.195,-12.009,1.09e-06,290400,4,0.431,0.476,I Believe (When I Fall In Love It Will Be Forever),0
0.339,0.659,0.0708,108.264,2,0.906,-8.159,0,175999,4,0.642,0.901,I Believe In Miracles,0
0.469,0.0959,0.0715,122.427,8,0.817,-6.938,0.379,295773,4,0.78,0.593,I Can't Do It Alone,0
0.0334,0.0342,0.0369,110.586,5,0.964,-9.086,0.00113,307307,4,0.891,0.452,I Can't Go for That (No Can Do),39
0.133,0.375,0.426,119.494,7,0.419,-16.167,0.00445,372973,4,0.466,0.518,I Can't Sing ...,1
0.00135,0.451,0.0324,121.32,0,0.577,-3.602,0,251533,4,0.586,0.702,I Finally Found the Love I Need,4
0.0611,0.218,0.162,95.307,10,0.762,-6.652,0.000107,263533,4,0.865,0.641,I Like It (I Wanna Be Where You Are),0
0.628,0.0972,0.0975,105.137,1,0.832,-8.49,0.00016,296880,4,0.835,0.664,I Love Every Little Thing About You,0
0.845,0.0969,0.0303,169.985,10,0.478,-9.631,0.000107,131506,3,0.217,0.443,I Love How You Love Me,0
0.298,0.0455,0.288,136.039,7,0.915,-3.7,0,245067,4,0.736,0.915,I Luv U,0
0.795,0.073,0.0753,104.896,7,0.856,-17.88,0.913,411347,4,0.723,0.361,I Need Somebody To Love Tonight,0
0.525,0.32,0.0406,138.973,9,0.918,-11.675,0.48,271856,4,0.69,0.778,I Need Someone,14
0.0037,0.0989,0.0812,123.882,1,0.913,-7.731,0.00197,258173,4,0.536,0.946,I Shall Be Free,4
0.0308,0.0909,0.0393,137.269,4,0.746,-14.97,0.225,644440,4,0.565,0.433,I Walk Alone,32
0.0229,0.419,0.0354,120.722,4,0.107,-8.708,0.155,188560,4,0.527,0.871,I Wanna Be Your Dog,57
0.0158,0.0399,0.0813,117.604,2,0.884,-9.758,0.0039,223187,4,0.659,0.811,I Was Born To Love You,27
0.107,0.297,0.11,92.025,4,0.52,-8.364,0.000118,234667,4,0.745,0.8,I'm Kurious,0
0.785,0.126,0.0569,133.525,4,0.162,-13.139,0.00475,367240,4,0.385,0.622,I'm Not In Love,0
0.0433,0.0396,0.119,125.811,1,0.695,-8.078,0,259227,4,0.785,0.747,I'm Satisfied,0
0.0445,0.107,0.508,85.537,5,0.688,-5.238,0,333040,5,0.567,0.382,I'm Single,20
0.183,0.0835,0.126,140.024,11,0.396,-7.21,0,206047,4,0.681,0.678,Ice Cream Man,0
0.28,0.108,0.0492,101.993,11,0.762,-11.574,0.000782,180493,4,0.843,0.48,If You Want Me to Stay,65
0.15,0.147,0.0656,111.621,2,0.636,-12.572,0.765,348840,4,0.59,0.508,Ifetayo,0
0.845,0.112,0.0353,143.904,4,0.049,-23.209,0.925,1280683,4,0.246,0.279,Images,0
0.255,0.0708,0.366,90.051,6,0.777,-2.752,0,193467,4,0.899,0.713,In Da Club,81
0.0155,0.372,0.0346,69.071,7,0.487,-13.436,0,845827,3,0.228,0.52,India,0
0.00111,0.516,0.335,179.224,6,0.533,-7.534,0,178267,4,0.545,0.947,Inna City Life,0
0.817,0.118,0.0335,93.728,8,0.596,-13.396,0.076,328200,4,0.562,0.475,Inner City Blues (Make Me Wanna Holler),0
0.0143,0.228,0.0571,89.658,7,0.961,-16.387,0.00974,252200,4,0.805,0.38,Inspiration Information,48
0.018,0.158,0.0912,134.157,6,0.838,-9.17,0.00417,192427,4,0.827,0.691,Introduction,0
0.375,0.139,0.0392,100.352,5,0.91,-11.389,0.000101,228907,4,0.611,0.442,Irene,0
0.207,0.087,0.083,83.211,1,0.833,-14.578,0.0222,270373,4,0.761,0.493,Is There Any Love?,0
0.000268,0.158,0.0831,128.022,10,0.461,-8.031,0.0282,555695,4,0.641,0.921,It’s a Love Thing (Piano Invasion),0
0.122,0.2,0.0529,123.554,4,0.861,-14.529,0.615,576613,4,0.782,0.528,It’s Broken!,0
0.129,0.349,0.0387,79.575,6,0.731,-8.006,0.0825,268733,4,0.603,0.614,It Was A Good Day - Remix;Edited,0
0.201,0.589,0.0576,117.717,7,0.889,-9.502,0.473,210360,4,0.639,0.889,It's Just Begun,36
0.271,0.223,0.369,102.881,11,0.812,-5.54,0,180240,4,0.802,0.831,It's My Thang,0
0.324,0.147,0.0462,79.39,2,0.517,-4.286,4.76e-06,260880,4,0.52,0.824,It's Not Easy,40
0.00204,0.0885,0.17,118.73,8,0.804,-13.848,0.908,255067,4,0.808,0.451,It's You,0
0.467,0.53,0.351,166.908,2,0.658,-4.742,0,277000,4,0.525,0.768,Jade's A Champ,0
0.00213,0.2,0.0897,112.407,4,0.573,-6.879,0.584,395627,4,0.769,0.825,Jam On Revenge (The Wikki Wikki Song),36
0.773,0.205,0.108,89.529,10,0.201,-9.919,0.908,253612,4,0.576,0.291,jasmine - Demo,0
0.000364,0.366,0.171,114.654,6,0.136,-5.563,0.0157,333467,4,0.84,0.663,JB's Edit,11
0.192,0.093,0.0368,167.019,9,0.227,-16.11,0.905,433145,4,0.35,0.356,Jennifer - 2006 Digital Remaster,33
0.00312,0.0541,0.0454,138.387,11,0.13,-11.448,0.777,1087840,4,0.181,0.772,Jenny Ondioline,0
0.12,0.0775,0.205,104.797,0,0.888,-7.683,0.243,281600,4,0.95,0.562,Jive Baby On A Saturday Night,33
0.0129,0.104,0.0383,98.42,2,0.231,-13.618,0,395867,3,0.18,0.536,Journey In Satchidananda,0
0.47,0.179,0.253,96.063,9,0.782,-4.639,0,302760,4,0.889,0.818,Juicy - 2005 Remaster,74
0.000806,0.11,0.0316,129.175,9,0.923,-8.244,0.3,210000,4,0.69,0.793,Jump Over Barrels,16
0.0869,0.0517,0.454,98.384,10,0.438,-2.17,0,254813,4,0.623,0.97,"Just Blaze, Bleek & Free",22
0.0678,0.0436,0.0492,99.189,2,0.787,-18.998,0,220573,4,0.549,0.334,Karlı Dağlar,21
0.821,0.238,0.105,121.804,11,0.458,-4.661,0.0148,645800,4,0.734,0.822,Keleya - Alternate LP Version,0
0.0455,0.0603,0.0557,116.966,8,0.882,-5.989,0.0824,303273,4,0.706,0.966,Key West,0
0.114,0.433,0.792,179.67,10,0.664,-10.169,0,286267,4,0.634,0.638,Kick In The Door,0
0.0606,0.357,0.0654,142.834,1,0.625,-11.948,0.0466,183824,4,0.345,0.811,Kick Out The Jams (Original Uncensored Version),41
0.788,0.106,0.0601,126.007,8,0.718,-16.648,0.432,386240,4,0.882,0.241,King in My Empire (with Cornel Campbell),0
0.0324,0.316,0.0502,133.689,1,0.874,-10.412,0.85,151487,4,0.768,0.739,King Tubby Meets The Rockers Uptown,0
0.0812,0.122,0.122,83.247,10,0.426,-10.314,0.809,260693,4,0.719,0.434,King Tubby's Badness - Dub,0
0.522,0.114,0.0331,139.434,9,0.61,-11.811,0.000298,163440,4,0.54,0.437,Kites Are Fun,8
0.00441,0.0719,0.098,126.005,1,0.245,-11.803,0.672,396191,4,0.809,0.704,Kong,4
0.121,0.0564,0.0409,100.56,10,0.703,-6.057,0,145413,4,0.6,0.882,Kono Samourai,0
0.837,0.0762,0.0532,127.372,0,0.967,-10.46,0,618840,4,0.543,0.483,Korô Dia (à Mamaye Dramé L'inoubliable),0
0.0989,0.313,0.0324,122.544,4,0.512,-13.422,0.913,707560,4,0.449,0.624,Krautrock,21
0.179,0.134,0.166,138.313,8,0.517,-11.798,0.002,1125500,3,0.354,0.69,Kulu Sé Mama (Juno Sé Mama),0
0.0603,0.109,0.0314,87.38,5,0.25,-14.506,0.868,110067,4,0.521,0.538,La voix psychédélique,18
0.459,0.105,0.0429,83.964,0,0.568,-10.62,0.423,330500,4,0.38,0.423,Lalune Blanche,15
0.26,0.384,0.0392,116.984,0,0.894,-8.852,0.339,459467,4,0.476,0.877,Lansana's Priestess,33
0.942,0.0759,0.033,119.996,6,0.443,-18.381,0.88,473000,3,0.535,0.261,Last Ride Of The Boogie Child,0
0.693,0.115,0.0425,141.944,5,0.437,-23.074,0.831,910973,4,0.599,0.218,Lateral Pass: IV. Song IV (quintet),4
0.964,0.102,0.0338,89.986,9,0.584,-14.515,0.91,241060,4,0.622,0.447,Lay Lady Lay,0
0.699,0.434,0.0465,106.053,2,0.503,-13.886,0.012,260400,4,0.349,0.492,Let It Happen,0
0.00562,0.109,0.0528,130.686,6,0.319,-11.816,0.866,466413,4,0.726,0.52,Let Me Be Me,30
0.0133,0.0676,0.054,125.009,6,0.953,-8.548,0.00381,349707,4,0.835,0.738,Let Me Love You [Andy Daniell Edit],16
0.537,0.173,0.0555,141.537,8,0.548,-5.665,0.00188,505933,4,0.363,0.854,Let the Sun Shine In,0
0.461,0.109,0.0605,131.462,8,0.961,-4.755,0.952,439280,4,0.713,0.958,Let's Fall in Love,16
0.478,0.346,0.475,190.77,2,0.259,-6.932,0.0159,115280,4,0.424,0.793,Lightworks,0
0.324,0.146,0.0987,183.195,0,0.596,-7.148,0.0518,540560,3,0.319,0.778,Lishonile,0
0.181,0.0547,0.0768,70.776,6,0.426,-8.045,0.00278,145747,4,0.515,0.534,Little Wing,70
0.0107,0.0558,0.283,92.057,9,0.773,-7.489,0.000123,254933,4,0.846,0.77,Livin' Proof,0
0.315,0.147,0.0283,81.001,9,0.253,-10.482,0.000748,302200,4,0.474,0.376,Lonely Woman,35
0.00342,0.114,0.0258,92.191,6,0.409,-12.956,0.81,217600,4,0.381,0.592,Lose My Breath,0
0.343,0.238,0.13,111.108,7,0.827,-13.909,0,146680,4,0.763,0.636,Lost in the Crowd,6
0.174,0.668,0.108,189.61,9,0.641,-12.58,0.000284,207693,4,0.304,0.515,Lost In The Paradise,0
0.914,0.489,0.0377,114.189,1,0.12,-18.149,0.021,162667,4,0.414,0.144,"Loud, Loud, Loud",0
0.469,0.179,0.0428,100.421,1,0.687,-7.744,2.26e-06,198813,4,0.458,0.823,"Love, Love, Love",22
0.14,0.326,0.293,90.223,10,0.713,-9.301,0.0102,149391,4,0.785,0.513,Low Class Conspiracy,0
0.0869,0.0276,0.0515,116.705,11,0.942,-11.624,0.15,316307,4,0.691,0.567,Lowdown,42
0.0469,0.268,0.303,82.911,0,0.832,-8.701,0,239533,4,0.693,0.905,Luchini Aka This Is It,38
0.569,0.0889,0.0668,124.963,2,0.814,-12.526,0.858,235960,4,0.682,0.632,Lucinda,0
0.115,0.103,0.201,104.729,1,0.711,-7.859,0.000687,272107,4,0.893,0.566,Luck of Lucien,0
0.841,0.115,0.0486,102.07,8,0.236,-12.881,0.227,344547,4,0.401,0.445,Lundi matin,0
0.309,0.114,0.0674,178.836,4,0.766,-7.363,0.000647,221173,4,0.501,0.519,Lung Tung Wai,0
0.471,0.0322,0.112,111.242,2,0.509,-8.808,0.111,222453,4,0.789,0.875,Lupita,0
0.23,0.383,0.102,120.029,9,0.552,-7.859,0.00158,342794,4,0.67,0.862,Mad Disrespect,0
0.172,0.321,0.3,95.439,5,0.711,-5.105,0,203000,4,0.658,0.936,Made You Look,60
0.783,0.132,0.0561,133.005,1,0.977,-9.087,0.841,289680,4,0.697,0.548,Make Love,49
0.953,0.286,0.0326,155.926,5,0.731,-6.527,0.0395,392718,4,0.532,0.663,Mali Cèbalenw,0
0.253,0.0761,0.0459,128.687,9,0.959,-11.557,0.841,281280,4,0.652,0.83,Mansou Djouwi,0
0.524,0.199,0.0637,126.288,9,0.816,-13.065,0.00339,232000,4,0.698,0.712,Manzara,0
0.34,0.114,0.0457,123.233,11,0.101,-16.059,0.852,475213,4,0.506,0.551,Masikulu Dub,1
0.024,0.126,0.255,96.104,10,0.576,-4.386,0.318,220800,4,0.81,0.839,Mass Appeal,32
0.0537,0.411,0.225,145.17,5,0.571,-12.699,0.753,167107,4,0.678,0.562,Materialize,28
0.0125,0.14,0.0655,125.239,5,0.946,-18.349,0.92,204400,4,0.404,0.707,Mawethu,8
0.077,0.0929,0.0984,156.368,2,0.573,-13.939,0.634,545762,4,0.55,0.699,Mbeuguel Dafa Nekh (with Mbene Diatta Seck),0
0.871,0.24,0.0466,114.018,6,0.839,-13.625,0.063,646400,4,0.285,0.588,Mbira,0
0.893,0.138,0.0469,91.402,1,0.378,-16.774,7.54e-06,39973,3,0.425,0.0989,Meant For You - Remastered 2001,42
0.367,0.777,0.288,87.805,11,0.886,-8.425,6.08e-06,131867,4,0.586,0.717,Meat Grinder,0
0.00041,0.0856,0.0487,124.995,1,0.232,-11.089,0.833,368910,4,0.628,0.759,Megatrap (Mix Mix),0
0.00108,0.328,0.171,121.178,5,0.643,-19.48,0.855,389693,4,0.807,0.437,Mellow - From The Deep Mix,1
