acousticness,liveness,speechiness,tempo,key,valence,loudness,instrumentalness,duration_ms,time_signature,danceability,energy,title,popularity
0.32,0.284,0.0916,205.041,1,0.817,-10.115,1.66e-06,234293,4,0.262,0.699,What's Going On,0
0.424,0.417,0.0826,118.652,9,0.258,-8.969,0.00305,174640,4,0.523,0.875,What's In My Mind's Eye,4
0.42,0.106,0.203,85.028,1,0.244,-7.921,0.000154,149160,4,0.662,0.611,"Whea Yo Ghost At, Whea Yo Dead Man",0
0.334,0.101,0.0485,128.161,3,0.518,-6.167,0.312,772098,4,0.824,0.623,When the Going is Smooth & Good,0
0.106,0.039,0.0611,125.364,5,0.372,-8.793,0.000756,462520,4,0.868,0.735,(Who?) Keeps Changing Your Mind - The Night Mix,0
0.877,0.112,0.0279,105.346,11,0.468,-18.934,0.123,282747,4,0.417,0.24,Willow's Song,3
0.894,0.325,0.173,98.832,1,0.0785,-24.834,0.582,1387773,4,0.405,0.142,Windows In Dreams / Colors In Crystal,0
0.0217,0.0869,0.0921,130.509,8,0.354,-14.446,0.895,296008,4,0.804,0.751,Work That Motherfucker - Original Mix,0
0.0769,0.585,0.24,92.968,11,0.546,-7.45,0.61,177120,4,0.652,0.706,Workinonit,0
0.342,0.117,0.0344,114.532,9,0.318,-13.053,0.96,293752,4,0.51,0.505,Xtal,0
0.00666,0.0489,0.302,91.522,7,0.753,-8.645,0,226800,4,0.858,0.767,Ya Playin' Yaself,48
0.687,0.255,0.0578,115.887,1,0.893,-11.85,0.556,427049,4,0.731,0.875,Yatchiminou,0
0.335,0.226,0.233,114.502,1,0.666,-11.985,5.27e-06,203413,4,0.716,0.729,Yo Tink It Sorf,0
0.0226,0.39,0.0305,105.624,5,0.422,-10.231,0.095,255863,4,0.406,0.572,You Never Come Closer,32
0.589,0.185,0.0597,167.0,6,0.746,-11.798,0.000135,270200,4,0.438,0.633,You're Gonna Need Me,39
0.207,0.662,0.0437,150.351,7,0.231,-10.826,4.23e-05,274733,4,0.325,0.569,Your Time Is Gonna Come - 1990 Remaster,42
0.767,0.0648,0.348,156.785,0,0.576,-20.187,0.806,235307,3,0.54,0.208,Youvalou Rada - La nature en personne,0
0.847,0.346,0.0981,125.476,5,0.202,-17.322,0.612,802413,4,0.381,0.48,Zahab,3
0.971,0.0886,0.0636,160.045,0,0.228,-16.399,0.81,318880,1,0.801,0.649,Zoetrope,28
0.0507,0.0957,0.0471,135.254,1,0.844,-12.227,0,436867,4,0.772,0.509,Zombizar,14
0.0352,0.0609,0.0514,123.034,0,0.348,-5.369,0.000177,182480,4,0.638,0.802,Battle - mixed,0
0.271,0.0924,0.065,100.71,9,0.804,-5.042,0.00889,207587,4,0.488,0.893,Deixa a Tristeza,0
0.423,0.281,0.0801,97.394,7,0.801,-5.759,0.672,267693,4,0.705,0.938,Use My Body,0
0.457,0.211,0.1,108.525,6,0.864,-2.306,4.85e-06,159053,4,0.535,0.911,Can't Live Without You,0
0.126,0.0721,0.0309,90.628,0,0.669,-6.745,0,162933,4,0.665,0.747,Com Mais De 30,38
0.000129,0.0489,0.0544,142.379,4,0.652,-9.471,0.93,359413,4,0.614,0.821,Watussi,0
0.745,0.105,0.0414,125.597,3,0.778,-13.539,0.746,194293,4,0.839,0.233,Yègellé Tezeta,0
0.431,0.492,0.0297,124.37,4,0.71,-8.862,3.02e-06,104507,4,0.568,0.636,Outdoor Miner - 2006 Remastered Version,0
0.0222,0.212,0.0556,110.806,9,0.527,-9.924,0.825,457853,4,0.41,0.726,The Highest Pleasure,0
0.866,0.0458,0.0499,136.979,1,0.69,-16.981,0.923,454133,4,0.745,0.654,Nobu,13
0.00262,0.184,0.0326,111.316,7,0.0395,-9.058,0.936,558600,1,0.253,0.615,Tied Up (Spiritualized Electric Mainline Remix),2
0.0272,0.111,0.0487,124.99,1,0.492,-14.107,0.933,418858,4,0.764,0.431,Untitled B1,0
0.268,0.0795,0.0671,148.013,1,0.568,-12.1,0.00325,202733,4,0.744,0.417,Sure Know How to Love Me,0
0.00986,0.171,0.0482,100.982,1,0.907,-12.376,0.00124,385230,4,0.608,0.777,Let's Get It Together,27
0.884,0.109,0.0332,123.992,7,0.456,-14.399,0.783,428543,3,0.521,0.375,Ever New,0
0.15,0.128,0.145,176.902,11,0.695,-3.363,0.744,238457,4,0.251,0.916,Cantec Fulger,0
0.731,0.212,0.23,91.435,1,0.645,-11.049,0.00136,331027,4,0.515,0.777,Wubit with Muluken Melesse,0
0.279,0.132,0.0893,106.872,6,0.433,-11.4,0.0287,450707,4,0.655,0.713,Right on for the Darkness - 2014 Japan Remaster,16
0.000736,0.335,0.101,114.869,11,0.757,-12.078,0,394337,4,0.816,0.604,Flash a Flashlight,11
0.0263,0.0941,0.052,111.677,5,0.827,-5.111,0.121,404417,4,0.577,0.919,O Nketsang,0
0.000239,0.163,0.0557,117.058,7,0.938,-7.804,0.583,324200,4,0.799,0.505,Midnight Dancin' - Dancin' Mixx,0
0.0334,0.0256,0.111,128.369,8,0.671,-7.907,0.000616,224890,4,0.943,0.422,Time To Move,0
0.889,0.106,0.0337,129.975,8,0.153,-17.515,0.851,1458013,4,0.317,0.35,All Pervading,0
0.713,0.349,0.0487,93.01,1,0.818,-12.409,0,148933,4,0.77,0.471,Que Bandeira,20
0.132,0.082,0.128,125.818,10,0.246,-10.032,0.00028,237412,4,0.884,0.559,C'mon - Original Mix,4
0.000984,0.191,0.0442,132.131,3,0.86,-8.072,0.934,392949,4,0.664,0.961,Dead Eyes Opened,31
0.0299,0.0918,0.037,109.379,5,0.706,-11.265,0.524,282386,4,0.718,0.745,Shinzo No Tobira,37
0.000709,0.077,0.283,92.861,11,0.456,-11.209,0.000435,249880,4,0.865,0.523,Next Level,0
0.00458,0.0933,0.288,104.585,6,0.476,-13.28,0,249887,4,0.782,0.617,Fuck Compton,0
0.89,0.108,0.029,149.126,5,0.644,-11.688,0.427,209187,4,0.377,0.387,Didn't I,0
0.00246,0.581,0.0653,144.131,1,0.615,-8.521,0.104,380332,4,0.425,0.754,Dream Baby Dream - Long Version,30
0.00469,0.0584,0.0863,114.744,9,0.766,-10.471,4.55e-05,310293,4,0.963,0.544,She Can't Love You,30
0.000219,0.0537,0.195,72.126,8,0.676,-6.093,0,223240,1,0.697,0.752,Show Me What You Got,28
0.0128,0.122,0.0576,174.268,0,0.662,-10.503,0.0431,257147,4,0.242,0.791,Friends And Neighbors,0
0.111,0.0839,0.0436,106.055,2,0.397,-7.5,0.00104,170453,4,0.569,0.794,Viola Fora De Moda,29
0.00883,0.434,0.122,126.889,7,0.968,-10.314,0.000982,328859,4,0.882,0.767,Disco Fantasy,29
0.000355,0.432,0.057,119.086,5,0.713,-9.349,0.0918,413908,4,0.597,0.818,You Can't Run From Love,0
0.343,0.342,0.357,90.438,0,0.723,-9.497,5.02e-06,115827,4,0.526,0.722,Fancy Clown,0
0.37,0.117,0.0759,119.293,9,0.702,-9.143,0.0987,419125,4,0.721,0.82,Music Madness (Extended Charles Maurice Version),0
0.823,0.0817,0.057,99.535,10,0.819,-11.396,0.0133,135093,4,0.715,0.785,A Rã,49
0.756,0.372,0.0276,96.515,4,0.566,-9.504,0,229956,4,0.464,0.415,Dam Üstüne Çul Serer,0
0.492,0.187,0.0424,131.594,11,0.146,-20.242,0.126,297160,4,0.333,0.209,Via Beato Angelico,12
0.256,0.216,0.0444,119.297,7,0.839,-6.203,1.51e-05,264922,4,0.526,0.767,Love Call,0
0.937,0.198,0.0416,109.104,0,0.0752,-12.188,0.858,870107,4,0.401,0.507,"The Continuing Story of Counterpoint, Pt. 9",6
0.272,0.444,0.0609,110.792,11,0.738,-8.232,0.00026,472493,4,0.575,0.859,Neveen,6
0.00355,0.0577,0.0824,111.771,7,0.336,-13.821,0.173,743493,4,0.811,0.499,Set It Off (Instrumental),16
0.701,0.19,0.0491,118.458,6,0.515,-9.23,0.568,1210770,4,0.648,0.889,Open Soul,7
0.864,0.358,0.0446,141.024,11,0.369,-13.41,0.482,179973,4,0.442,0.486,Na boca do sol,44
0.0192,0.113,0.113,100.644,4,0.787,-11.152,0.000149,294853,4,0.629,0.571,Supermarket,0
0.00314,0.212,0.0333,99.024,5,0.67,-6.062,0.823,318760,4,0.41,0.67,Free Soul,2
0.632,0.619,0.0467,117.45,0,0.885,-9.049,1.44e-05,214773,4,0.638,0.668,All My Life,11
0.719,0.434,0.0624,150.231,7,0.747,-12.299,1.49e-05,473000,4,0.428,0.531,Raagank (Classical Melody Moods) - Instrumental (Live),0
0.939,0.0765,0.0914,107.067,7,0.0369,-18.341,0.92,138613,4,0.379,0.349,I Am Ocean,14
0.57,0.134,0.0363,101.276,5,0.48,-7.348,0.871,113333,4,0.42,0.867,Nebulosa,26
0.255,0.125,0.146,121.792,11,0.454,-9.286,0.771,454500,4,0.511,0.673,Strings of Life,0
0.248,0.158,0.129,113.133,0,0.533,-5.586,2.39e-06,146573,4,0.486,0.963,Crosstown Traffic,60
0.0042,0.216,0.0379,177.894,8,0.584,-9.156,0.0705,253893,4,0.267,0.553,Old Danube,2
0.925,0.14,0.0412,110.688,11,0.562,-13.578,0.774,526733,4,0.66,0.395,Nomusa,9
0.189,0.139,0.0463,115.909,11,0.444,-13.386,0.0434,223651,4,0.7,0.485,Lost in Space (edit),13
0.00612,0.074,0.0451,121.675,1,0.725,-12.888,0.0027,383766,4,0.595,0.609,Nen Lambo,0
0.648,0.145,0.0657,116.116,2,0.961,-11.206,0.0975,310987,4,0.792,0.676,The Bottle,44
8.4e-05,0.342,0.0405,125.887,5,0.0534,-6.105,0.00208,179547,4,0.38,0.829,Tomorrow Never Knows - Remastered,0
0.0237,0.102,0.0486,124.819,1,0.83,-9.698,0.718,250227,4,0.779,0.414,Separate Ways,0
0.833,0.0856,0.0338,128.331,4,0.156,-9.785,0.6,255387,3,0.537,0.342,Nude,0
0.511,0.0679,0.0264,104.282,4,0.203,-7.438,0.156,290213,4,0.518,0.656,Reckoner,0
0.316,0.0386,0.0759,111.379,7,0.54,-6.57,0.000616,277773,4,0.825,0.738,What Is Life?,10
0.574,0.564,0.0674,139.672,0,0.777,-18.392,0.0541,191396,4,0.59,0.46,Abdul Malek,6
0.0218,0.174,0.0471,118.713,5,0.961,-6.943,0.343,248493,4,0.604,0.96,The Professor Here,0
0.479,0.136,0.042,116.97,9,0.905,-5.94,3.52e-06,223293,4,0.624,0.872,Got To Get Your Love,0
0.0499,0.0403,0.0633,122.216,7,0.764,-9.282,0.389,398933,4,0.784,0.838,Tonight (Love Will Make It Right) [Dub],4
0.462,0.202,0.049,95.012,0,0.533,-4.831,0.000826,261813,4,0.652,0.807,Tell Me,7
0.000546,0.136,0.0344,128.011,11,0.566,-6.49,0.896,350213,4,0.733,0.931,Pulsez,0
0.00371,0.0671,0.0424,119.629,5,0.687,-10.534,0.145,701093,4,0.738,0.847,Express Yourself - David Todd Remix,7
0.977,0.2,0.284,93.658,4,0.366,-19.189,0.0166,166400,4,0.715,0.339,Yaz Gazeteci Yaz,0
0.0869,0.0517,0.454,98.97,1,0.441,-2.17,0,254813,4,0.615,0.97,"Just Blaze, Bleek & Free",0
0.126,0.0846,0.0738,102.785,7,0.277,-8.477,0.332,216440,4,0.247,0.655,Take Ecstasy with Me,0
0.107,0.149,0.0302,142.065,2,0.351,-10.224,0,198493,4,0.499,0.377,I Wish You Were Here,44
0.881,0.0621,0.0383,99.277,2,0.677,-16.037,0.0422,196720,4,0.701,0.303,Nothing's The Same,0
0.362,0.215,0.0706,182.635,8,0.125,-7.018,0.855,292787,3,0.078,0.902,Nadan al Kazawnin,0
0.00426,0.105,0.0801,154.962,11,0.0812,-10.966,0.267,1262400,4,0.514,0.675,Timeless,0
0.033,0.233,0.191,93.026,7,0.526,-3.742,0,276600,4,0.872,0.932,The Shit is Real - DJ Premier Remix,35
0.196,0.14,0.207,90.908,2,0.945,-8.911,0.000105,240627,4,0.726,0.697,Devil's Son from Lifestylez,0
0.117,0.44,0.249,102.146,8,0.464,-5.824,0,266194,4,0.773,0.947,Straight Outta Compton - Extended Mix / Edit,50
0.0449,0.0647,0.128,122.335,7,0.633,-11.782,0.905,319206,4,0.912,0.847,Chez A. Untitled - Extended Mix,25
0.756,0.082,0.293,146.95,8,0.898,-13.844,0.0368,236656,4,0.64,0.571,Rewmi,0
0.219,0.155,0.0683,82.006,2,0.778,-10.514,0.855,266040,4,0.512,0.661,Huit octobre 1971,59
0.519,0.124,0.0374,146.263,9,0.343,-11.95,0.609,323947,4,0.277,0.501,Chanson d'un jour d'hiver,38
0.122,0.0752,0.0334,140.318,9,0.306,-9.914,0.927,165653,4,0.588,0.742,Mary et Jeff,45
0.0128,0.202,0.362,144.737,7,0.591,-15.558,0.2,145173,4,0.652,0.452,Dematerialize,10
0.00258,0.119,0.122,139.913,9,0.372,-11.608,0.00379,347907,4,0.889,0.347,Lump Sum,1
0.919,0.095,0.0359,64.168,5,0.123,-16.613,0.000731,344000,3,0.48,0.162,The Meaning of Love (feat. Steve Kuhn),5
0.084,0.11,0.0425,126.57,10,0.629,-9.438,0.914,230980,4,0.641,0.512,Green Apple,38
0.498,0.0884,0.0441,79.844,2,0.83,-12.064,0.00429,379552,3,0.483,0.44,Dina Waliji - Saints De L'islam,0
0.966,0.0944,0.0326,91.761,1,0.331,-18.342,0.32,241867,3,0.559,0.164,Taliat,0
0.72,0.28,0.054,101.505,0,0.693,-5.394,0.00135,376600,4,0.764,0.724,Tinariwen,0
0.409,0.333,0.0943,126.498,11,0.734,-6.106,0.829,297080,4,0.518,0.871,Mama Soukous,0
0.426,0.907,0.312,186.716,1,0.787,-6.316,0.00549,202400,4,0.318,0.904,Wazan Samat,0
0.628,0.192,0.0865,109.755,6,0.746,-7.23,0.209,285600,3,0.654,0.82,Kar Labyad Doueh,0
0.0272,0.042,0.119,124.868,8,0.761,-9.751,0,367600,4,0.862,0.691,Daa Nyinaa,0
0.569,0.308,0.0929,137.651,4,0.937,-2.559,0,194173,4,0.591,0.981,Leh Jani,0
0.842,0.289,0.0344,115.328,11,0.339,-7.616,0.883,218160,3,0.594,0.562,Kuni Majagani,0
0.0776,0.0636,0.0431,119.989,5,0.803,-17.406,0.795,387307,4,0.793,0.474,Some Lovin' - Deep Dub,0
0.589,0.137,0.0676,139.783,5,0.391,-14.218,0.605,479653,3,0.472,0.328,Forgive Us All,0
0.953,0.179,0.046,80.677,0,0.573,-14.453,0.00272,216933,4,0.701,0.268,Enough About Human Rights,26
0.00458,0.071,0.0606,179.0,6,0.774,-13.518,0.783,66680,4,0.552,0.854,Avenue of the Americas 51st Street,0
0.993,0.653,0.0377,70.732,0,0.185,-22.681,0.905,170044,4,0.431,0.0316,Laser,0
0.804,0.61,0.0611,127.499,11,0.468,-12.303,0.686,533920,4,0.32,0.637,Truth Is Marching In,0
8.18e-06,0.0789,0.0517,129.145,10,0.309,-11.371,0.845,354326,4,0.79,0.591,You Don't Know,18
0.168,0.0633,0.13,123.847,6,0.916,-7.521,0.151,205049,4,0.72,0.787,Rock Don't Stop,13
0.225,0.0732,0.0585,95.497,7,0.712,-8.968,0.024,221973,4,0.637,0.73,Aur Paas Aa China,0
0.0124,0.0567,0.0477,130.006,11,0.832,-6.19,0.804,321427,4,0.771,0.987,Dambéfoli,0
0.903,0.122,0.481,120.867,10,0.885,-10.186,0.922,229735,4,0.73,0.41,Dooyo,0
0.176,0.081,0.15,103.852,5,0.722,-10.403,0.00354,436880,4,0.363,0.786,"Love Is a Hurtin' Thing - 12"" Version",0
0.223,0.911,0.1,119.715,2,0.678,-5.925,0.00421,471520,4,0.397,0.926,Hey Hey - Remastered,5
0.21,0.0868,0.0391,78.706,9,0.726,-21.941,0.000278,258264,4,0.521,0.261,Gönül Dağı,0
0.666,0.178,0.0716,80.922,9,0.662,-21.463,0.333,178008,4,0.508,0.411,Lambaya Püf De,0
0.447,0.518,0.0679,151.297,8,0.0387,-13.037,0.252,1035285,4,0.168,0.85,Spirale Malax,2
0.0108,0.0417,0.0527,117.597,8,0.909,-7.642,0.0548,500893,4,0.635,0.878,Love Me For Real,0
0.00624,0.112,0.0323,128.94,6,0.237,-13.056,0.0213,221400,4,0.483,0.488,Radiotricity,10
0.0147,0.28,0.0329,115.909,10,0.285,-8.984,0.0914,197973,4,0.417,0.693,Girl from New York,1
0.712,0.271,0.0309,131.238,4,0.257,-9.159,0,188133,4,0.534,0.337,Make The Madness Stop,14
0.359,0.227,0.0416,89.533,1,0.961,-14.382,0.542,101947,4,0.743,0.583,Second Line March,0
0.979,0.0654,0.0414,81.985,2,0.0642,-23.809,0.0111,299533,4,0.353,0.0584,Er Ra,0
0.492,0.111,0.0358,144.137,11,0.379,-9.517,0.0233,199880,4,0.44,0.499,Cross Country,10
0.286,0.892,0.185,136.416,9,0.661,-5.878,0.867,364013,4,0.484,0.884,Ódio Sem Valor,29
0.833,0.109,0.0327,137.96,6,0.264,-11.202,0.0156,245293,4,0.526,0.294,It's Choade My Dear,0
0.251,0.459,0.194,160.26,5,0.567,-8.753,0.779,259627,4,0.176,0.754,For Kate I Wait,0
0.198,0.0776,0.0463,121.076,0,0.81,-7.723,1.68e-05,110747,4,0.478,0.748,Electric to Me Turn,0
0.144,0.125,0.0255,86.865,4,0.639,-11.437,0.208,314653,4,0.552,0.425,Fazon,38
0.827,0.256,0.0487,143.032,11,0.614,-12.363,0.608,272200,4,0.459,0.645,Girl,0
0.238,0.19,0.0617,170.686,2,0.763,-6.076,0,163620,4,0.368,0.653,Keep on Striving - 2013 Remaster,5
0.0397,0.102,0.151,108.788,6,0.727,-6.016,2.46e-05,438732,4,0.745,0.908,Rise Up - Discomix,12
0.834,0.118,0.0553,121.151,7,0.801,-15.36,0.382,256400,4,0.638,0.744,"Prema, Shanti, Dharma, Satya",0
0.775,0.17,0.0506,81.554,10,0.562,-6.835,0,151500,4,0.499,0.605,Love Song,0
0.485,0.0597,0.0578,117.43,11,0.875,-9.232,0.0408,672139,4,0.721,0.768,What You Won't Do for Love,0
0.751,0.125,0.032,125.098,8,0.958,-11.678,0.691,405253,4,0.721,0.713,Never Gonna Leave You,36
0.0688,0.091,0.0478,93.804,2,0.498,-7.121,0.654,180078,4,0.656,0.792,Don't You Know,42
0.0397,0.105,0.0584,127.059,0,0.962,-7.024,5.93e-05,336773,4,0.794,0.766,We Had Enough,0
0.911,0.116,0.0679,116.393,8,0.903,-7.666,0,170919,1,0.911,0.504,Asante Kwa Wazazi,17
0.029,0.0876,0.336,102.497,9,0.568,-3.02,0,244253,4,0.817,0.868,Dogs Of War,0
0.884,0.123,0.0281,104.43,4,0.286,-17.302,0.84,340173,4,0.344,0.361,Sanningens silverflod - Djungelns Lag,0
0.408,0.454,0.198,130.371,8,0.541,-7.434,0.267,353653,4,0.672,0.767,Awake O Zion,0
0.109,0.13,0.0368,103.994,11,0.219,-16.281,0.704,604213,4,0.29,0.414,A Love Supreme,0
0.00416,0.00997,0.0782,122.995,9,0.726,-8.189,0.881,364693,4,0.704,0.948,Focus,1
0.261,0.104,0.0454,128.938,1,0.931,-17.922,0.87,394360,4,0.787,0.58,Jigeen,0
0.546,0.109,0.0372,101.865,8,0.836,-20.239,2.71e-05,175533,4,0.646,0.334,Memory of Our Love,43
0.653,0.433,0.0339,92.263,10,0.419,-6.901,0.000501,134976,3,0.279,0.514,Km 110,26
0.146,0.0881,0.05,136.128,8,0.678,-8.093,0.0028,119188,4,0.653,0.658,Making New Friends,16
0.0129,0.163,0.0533,122.608,7,0.419,-3.838,2.03e-06,295627,3,0.248,0.759,Panda,0
0.132,0.105,0.0899,115.271,2,0.599,-10.506,0.0051,292000,4,0.356,0.806,Man Is Not A Bird,29
0.000512,0.0652,0.0289,114.863,2,0.366,-9.088,0.0725,197107,4,0.576,0.675,Come On Let's Go,45
0.000669,0.167,0.0282,92.592,11,0.547,-11.439,0.744,278560,4,0.497,0.758,Come And Play In The Milky Night,0
0.00114,0.0869,0.0926,131.641,6,0.358,-13.029,0.889,312533,4,0.793,0.632,Express,8
0.217,0.281,0.0919,127.498,11,0.381,-7.85,0.718,256413,4,0.799,0.764,Computer Madness,0
5.26e-06,0.248,0.0541,128.004,8,0.353,-9.004,0.491,376627,4,0.709,0.73,God Made Me Phunky (Extended Mix),12
0.979,0.067,0.0458,87.967,2,0.0648,-23.794,0.0123,299533,4,0.281,0.0576,Er Ra,11
0.749,0.121,0.0436,116.657,5,0.66,-13.608,0.000144,331173,4,0.54,0.459,Huntington Ashram Monastery,0
0.791,0.0931,0.0656,89.787,6,0.685,-13.307,0.239,349427,4,0.474,0.673,I Am The Black Gold Of The Sun,0
0.944,0.0947,0.0277,82.969,11,0.0379,-22.378,0.872,844943,4,0.577,0.162,For Marmish Part II,0
0.0374,0.126,0.0338,131.915,11,0.921,-7.731,0.00551,568827,4,0.462,0.722,"Over And Over - 12"" Version",0
0.469,0.0674,0.16,124.944,11,0.965,-8.315,0.000485,246080,4,0.807,0.893,Mrembo Pesa,0
0.984,0.0977,0.0426,145.582,4,0.426,-16.49,0.871,353293,4,0.445,0.279,Five Hundred Miles,0
0.000124,0.15,0.0539,132.806,7,0.473,-7.444,0.915,478800,4,0.787,0.906,Groove La Chord,27
0.0241,0.0383,0.13,127.038,1,0.835,-4.996,0.0312,434893,4,0.89,0.878,Spend the Night - H Man Dub,0
0.217,0.0647,0.185,125.011,5,0.629,-5.908,0.000992,444047,4,0.945,0.681,There's Never Been No One Like You (feat. Bobby Youngblood) - Medlar Edit,35
0.0193,0.128,0.0644,126.455,0,0.887,-7.1,0.0129,513717,4,0.694,0.932,How Can I Tell Her - Re-edit,0
0.00244,0.329,0.185,123.99,4,0.818,-8.949,0.241,244253,4,0.762,0.912,Always (Edit),0
0.319,0.22,0.0708,105.495,6,0.668,-8.159,1.22e-05,190374,4,0.586,0.811,"If You Believe Your God Is Dead, Try Mine",26
0.131,0.397,0.115,106.114,8,0.696,-11.249,0.0205,403760,4,0.766,0.856,Hydraulic Pump,28
0.119,0.23,0.078,134.828,0,0.778,-8.654,6.6e-06,307853,4,0.79,0.429,Teresia,0
0.3,0.0998,0.057,119.966,2,0.173,-21.646,0.782,319347,4,0.834,0.313,April,0
0.000909,0.0819,0.0362,129.993,0,0.39,-8.428,0.904,413635,4,0.742,0.957,It's Only Real,41
0.356,0.0637,0.038,184.432,5,0.389,-13.122,0.892,246827,4,0.451,0.62,With Louise,0
0.533,0.126,0.0334,138.652,2,0.149,-8.407,0.0672,209389,4,0.283,0.538,Tumblers to the Vault,0
0.52,0.295,0.0928,117.302,7,0.531,-11.296,0.00305,178495,4,0.383,0.832,"Pain Is Many a Splendoured Thing - From ""Dard Ka Rishta""",0
0.01,0.662,0.0692,124.094,2,0.723,-6.324,0.000197,408560,4,0.747,0.84,Hey Boy,0
0.000135,0.699,0.0659,121.03,1,0.12,-5.822,0.0256,254067,4,0.426,0.903,In Love With You,0
0.109,0.104,0.0331,123.983,8,0.158,-6.771,0.37,381806,4,0.889,0.84,Move Me,23
0.00125,0.0681,0.067,126.561,1,0.382,-7.572,0.256,294040,4,0.835,0.904,Afrika,0
0.11,0.516,0.0372,142.717,10,0.392,-7.638,2.45e-05,189227,4,0.264,0.691,Don't Be Surprised,0
0.236,0.0884,0.328,92.923,1,0.738,-12.823,0.000809,454560,4,0.572,0.51,Celestial Blues,0
0.603,0.14,0.0559,133.995,7,0.929,-4.532,0.842,248467,4,0.632,0.987,Higher - Original Mix,8
0.0575,0.0982,0.0874,105.74,7,0.449,-6.067,1.92e-05,165107,4,0.46,0.67,You Better Stop It,0
0.763,0.0757,0.125,94.451,6,0.767,-10.426,0.069,163027,4,0.853,0.614,Harambe,0
0.87,0.0755,0.0826,73.197,5,0.669,-18.032,0.889,376560,4,0.513,0.271,The Blessing Song,0
0.00349,0.0859,0.0468,128.007,0,0.435,-10.071,0.733,467333,4,0.803,0.654,The Sun Can't Compare - Long Version,0
0.16,0.0479,0.0534,110.063,9,0.694,-9.101,0.435,187970,4,0.799,0.448,You're a Melody,11
0.022,0.058,0.0628,120.008,2,0.854,-10.59,0.854,323161,4,0.858,0.858,KHLHI,0
0.276,0.0971,0.0432,127.074,0,0.248,-12.925,0.307,1224156,4,0.611,0.461,Morning Side,0
0.257,0.238,0.0493,126.018,2,0.502,-12.314,0.155,500552,4,0.718,0.767,Pinnacles,0
0.0198,0.0672,0.0427,127.003,1,0.588,-10.485,0.87,540508,4,0.801,0.74,Lion,0
0.637,0.1,0.0554,116.004,10,0.11,-12.4,0.751,553500,4,0.752,0.791,Love Cry,0
0.564,0.393,0.0574,119.991,9,0.297,-7.859,0.821,214240,4,0.396,0.909,Twenty Three,25
0.111,0.0528,0.248,121.374,8,0.06,-9.203,0.933,439007,4,0.563,0.464,Heim - Four Tet Remix,0
0.573,0.107,0.0438,125.007,7,0.289,-13.403,0.94,587040,4,0.744,0.484,Matthew & Toby - Four Tet Remix,0
0.464,0.164,0.0768,119.503,0,0.73,-9.969,0.892,203082,4,0.624,0.894,Sealing Dub,10
0.431,0.78,0.115,131.861,0,0.923,-5.454,0.00259,229867,4,0.751,0.957,Flowers (Sunship Edit),39
0.706,0.151,0.0774,82.872,11,0.707,-14.529,0,167837,4,0.553,0.567,90% of Me Is You,0
0.666,0.401,0.176,68.826,5,0.663,-8.117,0.0224,217267,4,0.389,0.905,Talking About My Baby,3
0.517,0.0416,0.0302,100.861,3,0.897,-6.087,0.000603,163387,4,0.541,0.622,Love Addict,0
0.536,0.0643,0.0874,123.052,0,0.794,-4.655,0.00174,218201,4,0.625,0.963,I Love Everything About You,0
0.613,0.13,0.0691,93.83,2,0.772,-5.911,0.000329,218573,4,0.642,0.806,Kelen ati leen,41
0.00741,0.0941,0.0893,113.198,8,0.716,-7.094,0,268853,4,0.796,0.665,Get Off,3
0.0193,0.0515,0.0484,125.695,6,0.647,-6.199,0.799,513307,4,0.642,0.849,The Stranger,6
0.000628,0.0907,0.0485,126.015,7,0.152,-9.664,0.825,320086,4,0.72,0.744,Mantra,0
0.415,0.0782,0.0461,121.887,2,0.116,-14.788,0.0403,285003,5,0.203,0.483,Electric Flower,1
0.69,0.107,0.0401,84.178,5,0.611,-16.333,0.462,245080,4,0.48,0.188,For Some We Loved,0
0.432,0.104,0.037,94.04,5,0.341,-10.387,0.81,202147,4,0.55,0.568,Soul Vibrations,0
0.131,0.109,0.112,176.863,0,0.323,-11.317,0.788,304632,5,0.473,0.406,Indian Stomp,0
0.0137,0.0574,0.068,154.022,9,0.595,-10.862,0.701,512120,4,0.724,0.856,Adventures of Dama,11
0.849,0.145,0.131,128.679,8,0.447,-15.807,3.11e-05,90667,4,0.468,0.408,The Seventh Seal,0
0.193,0.102,0.0873,119.995,7,0.0372,-11.09,0.922,480000,4,0.799,0.614,Falling Acid,15
0.0529,0.124,0.0528,124.56,8,0.658,-9.66,0.868,678907,4,0.602,0.929,Sueno Latino - Illusion First Mix by Derrick May,0
0.36,0.352,0.116,122.365,11,0.922,-10.754,0.0448,404391,4,0.614,0.547,Disco Illusion,0
0.456,0.0926,0.0489,128.164,11,0.882,-9.147,0.56,284986,4,0.606,0.815,Lypso Illusion,0
0.000293,0.148,0.0593,127.924,1,0.63,-7.602,0.656,408400,4,0.801,0.857,I Refuse (What You Want) - Industry Standard Club Mix,23
0.0701,0.0651,0.0619,115.955,5,0.871,-13.189,0.0249,378485,4,0.876,0.518,Enjoy Your Life,38
0.0491,0.393,0.0576,97.201,10,0.592,-9.376,0.00112,420720,4,0.723,0.754,Thinking of You,0
0.207,0.0538,0.0654,132.03,11,0.191,-12.176,0.929,337932,4,0.8,0.998,Force,0
0.674,0.0804,0.311,105.013,1,0.303,-12.246,0.00253,230746,4,0.913,0.351,Make It Up,47
